year,name,yob,district,list_state,list_position,occupation,birthplace,party_wiki_id,party_name_short,party_name_full
2013,"Kistermann, Thomas",1970,NA,NW,15,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Kisters, Stefan",1966,214,BY,50,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kiziltepe, Cansel",1975,83,BE,5,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Klampe, Olaf",1955,7,SH,11,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Klamt, Guido",1970,267,BW,9,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Klapdor, Prof. Dr. Ralf",1969,112,NW,17,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Klapproth, Arndt",1971,70,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Klar, Andreas",1959,71,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Klare, Arno",1952,118,NW,51,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Klare, Wilfried Otto Erich",1938,65,NA,NA,NA,NA,Q148861,DKP,Deutsche Kommunistische Partei
2013,"Klaus, Helmut",1949,NA,BY,32,NA,NA,Q269316,REP,Die Republikaner
2013,"Klaus, Richard Bodo",1965,30,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Klaus, Roland",1970,NA,HE,2,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Klawun, Werner Georg",1942,159,NA,NA,NA,NA,NA,Anderer KWV,NA
2013,"Klebe, Torben",1976,18,HH,2,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Kleem, Harald",1954,25,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kleemann, Peter",1982,NA,BB,3,NA,NA,Q269316,REP,Die Republikaner
2013,"Kleffel, Käthe",1951,NA,NI,2,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Kleffel, Kurt-Peter",1953,41,NA,NA,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Kleiber, Michael",1984,NA,HH,10,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Kleiminger, Christian",1965,14,MV,5,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Klein, Christian",1981,NA,TH,11,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Klein, Elfriede",1955,257,BY,37,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Klein, Kurt Alexander",1967,116,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Klein, Manuel",1991,NA,RP,6,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Klein, Markus",1973,NA,RP,22,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Klein, Martin",1959,205,RP,6,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Klein, Michael",1980,297,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Klein, Peter",1965,114,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Klein, Volkmar",1960,148,NW,27,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Klein-Ridder, Ludger",1948,131,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Klein-Schmeink, Maria Anna",1958,129,NW,11,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Klemptner, Ronald",1949,NA,NW,19,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Klenhart, Heidrich Torwald",1975,232,BY,7,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Klepper, Martin",1961,NA,BY,17,NA,NA,Q1217286,Violetten,Die Violetten
2013,"Klepper, Nora",1994,NA,BY,34,NA,NA,Q1217286,Violetten,Die Violetten
2013,"Kleppisius, Joachim Harri",1953,150,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Kleudgen, Wolfgang",1963,202,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Klie, Hermann",1978,239,BY,38,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Klimke, Jürgen",1948,NA,HH,5,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Klingbeil, Lars",1978,35,NI,9,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Klinge, Dr. Marcel",1980,286,BW,18,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Klinge, Jörg",1970,NA,HE,31,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Klingel, Beatrix",1954,NA,RP,10,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Klingenberg, Birgit",1964,NA,SL,4,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Klingenberg, Willy Walter",1962,36,NI,1,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Klingenburg-Pülm, Silvia Brigitte",1953,41,NI,19,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Klis, Peter Karol",1956,173,NA,NA,NA,NA,NA,Anderer KWV,NA
2013,"Klitzsch, Klaus",1969,24,NA,NA,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Klobuczynski, Christian Bruno",1966,NA,HE,11,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Klömmer, Thomas",1982,NA,SH,27,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Klostermann, Michael",1978,190,TH,8,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Klotzsche, Günther Mario",1977,174,HE,14,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kluckert, Dr. Sebastian",1974,82,NA,NA,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Klüver, Dennis",1965,13,MV,5,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Klute, Thorsten",1974,131,NA,NA,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Kmietczyk, Dieter",1949,73,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Knapp, Franz Jochen",1955,257,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Knebel, Daniel",1984,179,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Knies, Hans-Horst",1954,172,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Knobloch, Michael",1977,NA,NI,6,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Knoche, Matthias",1961,171,HE,8,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Knoerig, Axel",1967,33,NI,13,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Knopek, Dr. Lutz",1958,53,NA,NA,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Knopf, Sebastian",1977,207,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Knott, Thorsten",1974,98,NW,47,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Knotte, Heiko",1973,99,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Knuffke, Frank",1965,62,BB,7,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Knur, Sabine",1964,277,BW,15,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Kober, Pascal",1971,289,BW,7,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kocak, Ali",1970,NA,BW,6,NA,NA,Q1020875,BIG,Bündnis für Innovation und Gerechtigkeit
2013,"Kocak, Yilmaz",1968,NA,BW,10,NA,NA,Q1020875,BIG,Bündnis für Innovation und Gerechtigkeit
2013,"Koch, Gerrit",1969,11,SH,10,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Koch, Harald",1954,74,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Koch, Hildegunde",1956,NA,TH,22,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Koch, Klaus",1959,NA,RP,22,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Koch, Martina",1968,NA,SH,22,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Koch, Matthias",1960,153,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Koch, Sandra",1971,NA,SL,13,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Koch, Stefan",1966,9,SH,5,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Koczy, Ute Maria Christine",1961,135,NW,15,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Köhler, Eberhard",1938,261,NA,NA,NA,NA,Q269316,REP,Die Republikaner
2013,"Köhler, Florian",1983,NA,BW,23,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Köhler, Frank Herbert Karl",1961,212,NA,NA,NA,NA,Q269316,REP,Die Republikaner
2013,"Köhler, Heiko",1974,271,BW,5,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Köhler, Jens",1965,136,NA,NA,NA,NA,NA,Anderer KWV,NA
2013,"Köhler, Klaus Dieter",1961,270,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Köhler-Hohlfeld, Torsten",1963,192,TH,2,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kölblin, Karl",1949,NA,BW,16,NA,NA,Q269316,REP,Die Republikaner
2013,"Kölle, Christian Traugott",1952,NA,HH,6,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Köllner, Martina Katharina",1963,NA,HE,22,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Kölmel, Bernd",1958,273,BW,1,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Kömpel, Birgit",1967,174,HE,14,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"König, Dagmar",1955,NA,BE,12,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"König, Hans-Peter",1957,198,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"König, Jörn Harald",1967,42,NI,10,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"König, Roland",1966,296,SL,2,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"König, Uta",1975,NA,RP,19,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Königer, Steffen",1972,NA,BB,5,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Koenigs, Thomas",1944,173,HE,4,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Köppen, Daniel",1984,75,BE,9,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2013,"Koeppen, Jens",1962,57,BB,3,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Körber, Carsten",1979,165,SN,5,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Körber, Sebastian",1980,236,BY,6,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Körndl, Georg",1958,NA,BY,8,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2013,"Körner, Dr. Dr. Joachim",1947,22,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Körner, Karlheinz",1953,NA,ST,15,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Körner, Kerstin",1971,NA,SN,16,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Körner, Moritz",1990,104,NW,27,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Körner, Roland",1972,NA,SL,1,NA,NA,Q453366,FAMILIE,Familien-Partei Deutschlands
2013,"Körner, Stefan Herbert",1968,232,BY,4,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Körper, Fritz Rudolf",1954,202,RP,12,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Köster, Rainer",1948,104,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Köster, Stefan",1973,13,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Köster-Flashar, Martina Paola",1962,NA,NW,33,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kofbinger, Anja",1960,82,BE,12,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kofler, Dr. Bärbel",1967,225,BY,8,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Kohde-Kilsch, Claudia",1963,296,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Kohl, Hartwig",1956,246,BY,13,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Kohlert, Arno",1955,NA,NW,20,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Kohlmann, Sascha",1975,NA,RP,20,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kohlmorgen, Karin",1961,9,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Kohls, Gerriet Hermann",1959,43,NI,6,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Kokott, Manuela",1968,65,BB,4,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Kolb, Dr. Heinrich Leonhard",1956,187,HE,1,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kolb, Marianne",1958,NA,BW,8,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Kolb, Michael",1974,NA,BW,46,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kolb, Rainer",1957,115,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Kolb, Sarina",1992,NA,BW,24,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kolbe, Daniela",1980,152,SN,4,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Kolkmann-Lutz, Dagmar Marie",1953,NA,SN,2,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Kompa, Markus",1972,NA,NW,6,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Konieczny, Michael",1966,294,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Konorza, Andrea",1955,96,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Konrad, Sonja",1973,NA,SL,5,NA,NA,Q453366,FAMILIE,Familien-Partei Deutschlands
2013,"Konrad, Walter",1955,NA,RP,18,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Konzack, Walter",1941,NA,NW,5,NA,NA,Q304015,Volksabstimmung,Ab jetzt...Demokratie durch Volksabstimmung
2013,"Koob, Markus Benjamin",1977,176,HE,22,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Koplin, Torsten Martin",1962,16,MV,6,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Kopp, Christian",1977,210,RP,6,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kopperschläger, Frank",1966,NA,BE,8,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Kopriva, Milan",1978,279,BW,14,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Korden, Michael",1973,NA,RP,17,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kordes, Henrik",1948,NA,HE,1,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Kornmayer, Heike",1977,NA,BW,27,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kornmeier, Ludwig",1955,284,BW,26,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Korntreff, Ina",1967,71,ST,3,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Korschewsky, Knut",1960,196,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Korte, Jan",1977,71,ST,2,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Koschyk, Hartmut",1959,237,BY,12,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2013,"Kost, Michael",1985,NA,TH,9,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kosub, Karin",1968,NA,HE,18,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Kotte, Björn",1978,NA,HH,4,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Kotte, Dirk",1978,NA,HH,9,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Kotting-Uhl, Sylvia",1952,271,BW,3,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kotzian, Emanuel Wojtiech",1972,244,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Kovac, Kordula",1957,NA,BW,17,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kowal, Ulf",1966,NA,RP,12,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Kowitz, Harry",1938,28,NA,NA,NA,NA,Q1020832,RRP,Bündnis 21/RRP
2013,"Koziolek, Max",1989,60,BB,2,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kräher, Wolfgang",1949,NA,RP,7,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Krämer, Martin",1986,261,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Kraft, Heinz",1959,273,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Kraft, Volker",1953,259,BW,2,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2013,"Krah, Dr. Maximilian Eugen",1977,NA,SN,17,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Krahmer, Holger",1970,153,SN,3,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kramer, Manuel",1988,NA,NI,45,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krames, Erich Wilhelm",1934,203,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Kramm, Bruno Gerd",1967,240,BY,1,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Kramme, Anette",1967,237,BY,2,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krampitz, Jürgen Dieter",1943,NA,BY,4,NA,NA,Q1021053,pro Deutschland,Bürgerbewegung pro Deutschland
2013,"Kranich, Dr. Bernhard Sebastian",1969,72,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Kranzfelder-Poth, Rose-Marie",1951,252,BY,12,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Kraume, Matthias",1982,NA,BE,15,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2013,"Kraus, Hans-Georg",1956,NA,HE,8,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Kraus, Hasso",1957,260,BW,3,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Kraus, Yorck Alexander",1959,NA,NW,17,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Krause, Andreas Erich",1959,NA,TH,21,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Krause, Dr. Dietrich-Eckard",1941,17,MV,10,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Krause, Dr. Klaus Peter",1936,NA,SH,22,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Krause, Heiko",1969,66,ST,2,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Krause, Lars",1973,64,NA,NA,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Krause, Rainer",1951,NA,BY,48,NA,NA,Q269316,REP,Die Republikaner
2013,"Krause-Uhl, Fritz Hans Karl",1945,59,BB,8,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Krebs, Mathias",1982,56,NA,NA,NA,NA,NA,Anderer KWV,NA
2013,"Kreft, Lorenz Fabian",1992,213,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Kreidemann, Alexander Friedrich",1959,NA,BY,8,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Kreil, Horst",1946,NA,BE,21,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2013,"Kreilinger, Martha",1962,NA,BY,6,NA,NA,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2013,"Kreitz, Dr. Jutta Liddy Ida",1954,151,SN,6,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Krell, Stephan",1957,207,RP,9,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Krellmann, Jutta",1956,46,NI,2,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Krentz, Rüdiger",1959,136,NW,2,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Kreßmann, Günter",1964,32,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Krestel, Holger",1955,81,BE,3,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kretschmar, Floyd Ralf",1992,235,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Kretschmar, Stefan",1969,NA,ST,11,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Kretschmer, Michael",1975,157,NA,NA,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kretschmer, Volker",1954,NA,ST,6,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Kretzschmann, Rolf Gunter",1951,111,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Krichbaum, Gunther",1964,279,NA,NA,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Krichel, Wolfgang",1953,297,NA,NA,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Krieger, Christina",1990,43,NI,4,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Krieger, Wilfried",1966,NA,NW,9,NA,NA,Q304015,Volksabstimmung,Ab jetzt...Demokratie durch Volksabstimmung
2013,"Krien, Frank Hartmut",1956,159,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2013,"Krikau, Briga Friederike",1969,4,SH,19,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Krings, Dr. Günter",1969,109,NW,24,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Krischer, Oliver",1969,90,NW,6,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Krischke-Ramaswamy, Dr. Mohan",1953,52,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Kröger, Andreas",1982,NA,NI,41,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krögner, Walter",1963,NA,BW,38,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krönauer, Manfred",1974,219,BY,8,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Krötz, Martin",1971,201,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Krogloth, Oliver",1976,NA,BY,12,NA,NA,Q706864,PDV,Partei der Vernunft
2013,"Krohlas, Sven",1982,NA,BW,2,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2013,"Krolzig, Sascha Marcel",1987,NA,NW,2,NA,NA,Q3027329,DIE RECHTE,"DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz"
2013,"Kronimus, Kilian",1965,NA,BW,3,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2013,"Kronschnabel, Manuel",1985,NA,BY,67,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2013,"Krossa, Lutz Heinrich",1969,NA,NW,38,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Kruczkowski, Katarzyna Dorota",1979,119,NW,1,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2013,"Krüger, Dr. Hans-Ulrich",1952,113,NW,21,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krüger, Harald",1957,NA,HH,8,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Krüger, Jacqueline",1973,61,BB,3,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Krüger-Jacob, Jutta",1963,NA,SL,5,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Krüger-Leißner, Angelika",1951,58,BB,6,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krümmel, Gerd",1951,30,NA,NA,NA,NA,Q327389,FWD,FREIE WÄHLER
2013,"Krützen, Klaus",1968,108,NW,31,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2013,"Krumbachner, Alois",1953,NA,BY,13,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2013,"Krumpen, Horst",1966,NA,MV,8,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Krumpholz, Jürgen Uwe",1964,NA,SN,3,NA,NA,Q1021053,pro Deutschland,Bürgerbewegung pro Deutschland
2013,"Krumwiede, Agnes",1977,217,BY,11,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2013,"Krusche, Helge",1965,NA,NW,20,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2013,"Kruse, Dr. Hans Jörn",1948,21,HH,1,NA,NA,Q6721203,AfD,Alternative für Deutschland
2013,"Kruse, Rüdiger",1961,20,HH,2,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2013,"Kubach, Walter",1955,266,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2013,"Kubicki, Wolfgang",1952,3,SH,1,NA,NA,Q13124,FDP,Freie Demokratische Partei
2013,"Kuchlbauer, Dr. Simon Franz Jakob",1976,NA,BY,30,NA,NA,Q6721203,AfD,Alternative für Deutschland
