year,name,yob,district,list_state,list_position,occupation,birthplace,party_wiki_id,party_name_short,party_name_full
2005,"Radermacher, Birgitta",1956,NA,NW,87,Rechtsanwältin,Köln,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Radunski, Helmut Günter",1948,3,NA,NA,Fleischer,Berlin,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Radziej, Knut",1961,NA,TH,17,Selbstständig,Gera,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Raeder, Norbert",1968,NA,BE,1,"Pharmakant, Kaufmann",Berlin,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Raidel, Hans",1941,255,NA,NA,Mitglied des Deutschen Bundestages,Lechnitz,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Raimann, Elsa Erika",1950,NA,SN,6,"Heilpraktikerin, Dozentin",Dresden,Q2649141,AGFG,"Allianz für Gesundheit, Frieden und soziale Gerechtigkeit"
2005,"Rainer, Markus",1977,217,BY,18,Rechtsanwalt,München,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Rameil, Anne",1967,33,NI,9,Gesundheitswissenschaftlerin,Lank-Latum,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Ramelow, Bodo",1956,195,TH,1,"MdL, Kaufmann",Osterholz-Scharmbeck,Q49764,Die Linke.,Die Linke.
2005,"Ramelow, Bodo",1956,195,TH,1,"MdL, Kaufmann",Osterholz-Scharmbeck,Q49764,Die Linke.,Die Linke.
2005,"Ramsauer, Dr. Peter",1954,226,NA,NA,"MdB, Müllermeister, Diplom-Kaufmann",München,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Rank, Tina",1984,NA,SN,15,Kaufmännische Angestellte,Dresden,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Ranke, Julia",1978,NA,NI,34,"Rechtsreferendarin, Diplom-Juristin",Hannover,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rapps, Wolfgang Peter",1949,NA,RP,3,Physiker,Stuttgart,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Raschke, Marcel",1980,132,NW,18,Student der Rechtswissenschaften,Mettingen,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Rassek, Dr. Jan Ernest",1945,274,NA,NA,Rechtsanwalt,Ravensburg,Q13124,FDP,Freie Demokratische Partei
2005,"Rathje-Hoffman, Katja",1963,NA,SH,19,Angestellte,Bad Segeberg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Ratzmann, Volker",1960,85,NA,NA,Rechtsanwalt,Helmstedt,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Rauen, Peter Harald",1945,204,RP,3,Diplom-Ingenieur (FH),Salmrohr,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Räuschel, Maria",1936,NA,NI,7,Schwesternhelferin,Schönwald (Gleiwitz),Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Rauschendorfer, Monika",1955,NA,BY,29,Landwirtin,Weingraben,Q13124,FDP,Freie Demokratische Partei
2005,"Rau-Stoll, Marie-Luise",1950,NA,HE,43,Diplom-Pädagogin,Bonn,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Ravens, Bernd Albert",1944,55,HB,2,Bankkaufmann,Drangstedt,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rawert, Mechthild",1957,82,BE,4,Diplom-Pädagogin,Coesfeld,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rebmann, Stefan",1962,279,BW,28,Gewerkschaftssekretär,Heidelberg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Recknagel, Lutz Rüdiger",1966,198,TH,2,Diplom-Ingenieur,Remscheid,Q13124,FDP,Freie Demokratische Partei
2005,"Rehberg, Eckhardt",1954,14,MV,2,Diplom-Ingenieur für Informatik,Ribnitz-Damgarten,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rehmet, Dr. Roland",1966,258,BY,46,Diplom-Chemiker,Sydney,Q13124,FDP,Freie Demokratische Partei
2005,"Rehnen, Heiner",1957,32,NA,NA,Sozialtherapeut,Hagen a. T. W.,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Reiche, Katherina",1973,61,BB,1,Diplom-Chemikerin,Luckenwalde,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Reiche, Steffen",1960,64,BB,1,"MdL,Theologe",Postdam-Babelsberg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Reichel, Lutz",1955,62,BB,9,Speditionskaufmann,Berlin,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Reichel, Maik",1971,74,ST,11,Historiker,Weißenfels,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Reichelt, Moritz",1955,82,NA,NA,Künstler,Halle,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2005,"Reichelt, Robert",1972,NA,SN,13,Projektentwickler,Karl-Marx-Stadt,Q13124,FDP,Freie Demokratische Partei
2005,"Reichenbach, Gerold",1953,185,HE,10,Mitglied des Deutschen Bundestages,Geinsheim,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Reichenberg, Marcus",1975,227,NA,NA,"Versicherungsfachwirt, Energieberater",Weilheim,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Reichert, Konrad",1957,NA,RP,19,Diplom-Betriebswirt,Malsch,Q13124,FDP,Freie Demokratische Partei
2005,"Reichert, Nobert",1951,NA,HE,7,Kraftfahrer,Frankfurt am Main,Q269316,REP,Die Republikaner
2005,"Reidinger, Willy",1958,NA,BY,44,Selbstständiger Handelsvertreter,Eggenfelden,Q13124,FDP,Freie Demokratische Partei
2005,"Reif, Jonas",1981,NA,BB,9,Student,Königs Wusterhausen,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Reif, Kea",1942,25,NA,NA,Rentnerin,Baden-Baden,NA,Anderer KWV,NA
2005,"Reifenstein, Birgit Renate",1958,NA,ST,4,Chemiefacharbeiterin,Naumburg/S.,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Reimann, Dr. Carola",1967,50,NI,19,"MdB, Biotechnologin",Goch,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Reimann, Michael",1958,62,BB,10,Politologe,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Reimann, Michael",1958,62,BB,10,Politologe,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Reimers, Gabriele",1967,104,NW,32,Lehrerin,Hilden,Q13124,FDP,Freie Demokratische Partei
2005,"Reinartz, Karl-Heinz",1954,125,NW,29,Oberstudienrat,Setterich/Baesweiler,Q13124,FDP,Freie Demokratische Partei
2005,"Reinauer, Cornelia",1953,84,BE,5,Bürgermeisterin,Albstadt-Tailfingen,Q49764,Die Linke.,Die Linke.
2005,"Reinauer, Cornelia",1953,84,BE,5,Bürgermeisterin,Albstadt-Tailfingen,Q49764,Die Linke.,Die Linke.
2005,"Reinders, Hermann",1952,25,NI,22,Hotelier,Esens,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Reineke, Johannes",1956,137,NW,54,Leitender Angestellter,Nieheim,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Reinemund, Dr. Birgit",1959,276,BW,11,Geschäftsführerin,Mannheim,Q13124,FDP,Freie Demokratische Partei
2005,"Reinhardt, Dieter",1956,39,NI,10,Diplom-Politologe,Verden (Aller),Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Reinhoff, Manfred",1938,NA,NW,20,Rentner,Wuppertal,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Reinhoff, Marina",1949,NA,NW,21,Klinik-Angestellte,Wuppertal,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Reinholz, Gordon",1979,76,BE,6,Selbstständig,Eberswalde,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Reinke, Elke",1958,NA,ST,5,Elektroingenieurin,Großkorbetha,Q49764,Die Linke.,Die Linke.
2005,"Reinke, Elke",1958,NA,ST,5,Elektroingenieurin,Großkorbetha,Q49764,Die Linke.,Die Linke.
2005,"Reinke, Matthias",1955,261,NA,NA,Diplom-Verwaltungswirt (FH),Göttingen,Q49764,Die Linke.,Die Linke.
2005,"Reinke, Matthias",1955,261,NA,NA,Diplom-Verwaltungswirt (FH),Göttingen,Q49764,Die Linke.,Die Linke.
2005,"Reiser, Margarete",1948,NA,BW,54,"Selbstständig, Kaufmännische Angestellte",Friedrichshafen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Reiß, Beate",1955,NA,HH,14,Angestellte,Osnabrück,Q49764,Die Linke.,Die Linke.
2005,"Reiß, Beate",1955,NA,HH,14,Angestellte,Osnabrück,Q49764,Die Linke.,Die Linke.
2005,"Remus, Andrea",1959,67,ST,5,Selbständige PR-Beraterin,Beetzendorf,Q13124,FDP,Freie Demokratische Partei
2005,"Renfordt, Karsten",1963,151,NA,NA,Dozent,Hohenlimburg/Hagen,Q49764,Die Linke.,Die Linke.
2005,"Renfordt, Karsten",1963,151,NA,NA,Dozent,Hohenlimburg/Hagen,Q49764,Die Linke.,Die Linke.
2005,"Renger, Martina",1963,137,NA,NA,Buchhändlerin,Bad Driburg,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Rennicke, Frank",1964,NA,RP,3,Liedermacher,Braunschweig,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Renz, Bärbel Marianne",1957,NA,NI,7,Büroangestellte,Duisburg,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Resch, Dr. Johannes",1940,NA,RP,5,Arzt,Leisnig,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Reska, Reinhild",1956,126,NA,NA,Diplom-Soziologin,Gelsenkirchen,Q49764,Die Linke.,Die Linke.
2005,"Reska, Reinhild",1956,126,NA,NA,Diplom-Soziologin,Gelsenkirchen,Q49764,Die Linke.,Die Linke.
2005,"Reuscher, Lutz",1948,75,ST,4,Rechtsanwalt,Lutherstadt Eisleben,Q457217,Offensive D,Partei Rechtsstaatlicher Offensive
2005,"Reuther, Otmar",1949,NA,BW,9,Selbstständiger Lohnbuchhalter,Pfaffenhofen a. d. Roth,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Rexrodt, Gisela Irene",1951,191,TH,5,Diplom-Pädagogin,Suhl,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Reymann, Fabian",1979,NA,BE,2,Software-Entwickler,Gehrden,Q896251,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale"
2005,"Reynen-Kaiser, Hilde",1935,NA,NW,3,Buchhalterin,Viersen,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Richstein, Barbara",1965,58,BB,10,"MdL, Rechtsanwältin",Sindelfingen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Richter, Bernd",1943,NA,BW,5,Oberstudienrat,Prag,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Richter, Gerrit",1973,182,HE,22,Diplom-Volkswirt,Frankfurt am Main,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Richter, Gordon",1974,195,TH,5,Unternehmer,Querfurt,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Richter, Hartmut Siegfried",1962,NA,SN,22,Selbständig,Hannover,Q13124,FDP,Freie Demokratische Partei
2005,"Richter, Karl",1962,225,NA,NA,Historiker,München,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Richter, Roland",1961,NA,NI,5,Speditionskaufmann,Schönebeck (Elbe),Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Richter, Thomas",1969,NA,SN,16,Rechtsanwalt,Pirna,Q13124,FDP,Freie Demokratische Partei
2005,"Richter-Eberl, Dr. Ute",1958,NA,BW,37,Lehrerin,Hamburg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rieger, Jürgen",1946,NA,HH,1,Rechtsanwalt,Blexen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Rieger, Rudolf",1957,254,BY,20,Technischer Zeichner,Unterfahlheim/Nersingen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Riegert, Klaus",1959,264,BW,14,"MdB, Kriminaloberkommisar a. D.",Süßen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Riemann-Hanewinckel, Christel",1947,73,ST,1,"MdB, Pfarrerin",Bad Tennstedt,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Riemer, Barbara",1946,83,BE,2,Lehrerin,Schliestedt,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Riemer-Noltenius, Dr. Erika",1939,NA,HB,1,Politologin,Kiel,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2005,"Ries, Knut",1955,NA,BY,55,"Soldat, Oberstleutnant",Waltersbrück,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Riesenberg, Monika",1948,NA,NW,5,Diplom-Pädagogin,Hamburg,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Riesenhuber, Prof. Dr. Heinz",1935,182,HE,2,Chemiker,Frankfurt am Main,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Riester, Walter",1943,264,BW,10,Mitglied des Deutschen Bundestages,Kaufbeuren,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rietschel, Jörg",1960,NA,TH,14,Tischlermeister,Weimar,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rinke, Thomas",1964,NA,BY,3,Bilddokumentar,Augsburg,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Ripoll, Christine",1947,NA,RP,33,Hausfrau,Brohl,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rippert, Ulrich",1951,NA,BE,1,Journalist,München,Q896251,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale"
2005,"Ripsam, Iris",1959,NA,BW,24,Finanzwirtin,Stuttgart,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Ritter, Achim",1960,179,NA,NA,Beamter,Kassel,Q49764,Die Linke.,Die Linke.
2005,"Ritter, Achim",1960,179,NA,NA,Beamter,Kassel,Q49764,Die Linke.,Die Linke.
2005,"Ritter, Karl",1956,259,NA,NA,"Hausmeister, Messner",Triberg,NA,Anderer KWV,NA
2005,"Ritter, Matthias",1950,NA,TH,4,Selbstständig,Naumburg,Q269316,REP,Die Republikaner
2005,"Ritter, Peter Heinz",1959,16,NA,NA,Mitglied des Landtages,Riesa,Q49764,Die Linke.,Die Linke.
2005,"Ritter, Peter Heinz",1959,16,NA,NA,Mitglied des Landtages,Riesa,Q49764,Die Linke.,Die Linke.
2005,"Rix, Sönke",1975,4,SH,5,Angestellter,Eckernförde,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Robbe, Walter",1939,281,NA,NA,Rentner,Wilhelmshaven,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Rochow, Mathias",1978,114,NA,NA,IT-Systemelektroniker,Greifswald,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Rodriguez-Teufer, Rene",1974,208,NA,NA,Selbstständig,Viernheim,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Roedel, Hannelore",1957,NA,BY,25,Mitglied des Deutschen Bundestages,Nürnberg,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Roese, Tobias",1975,266,BW,20,"Gesundheitstrainer, Abgeordnetenreferent",Rheinfelden,Q13124,FDP,Freie Demokratische Partei
2005,"Rogatty, Irene",1948,176,HE,17,Diplom-Sozialpädagogin,Hornberg/Kreis Wolfach,Q49764,Die Linke.,Die Linke.
2005,"Rogatty, Irene",1948,176,HE,17,Diplom-Sozialpädagogin,Hornberg/Kreis Wolfach,Q49764,Die Linke.,Die Linke.
2005,"Rogosch, Dr. Detlef Kurt",1962,NA,NI,56,Historiker,Bevensen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rohde, Dennis",1986,NA,NI,45,Schüler,Oldenburg (Oldenburg),Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rohde, Jörg",1966,243,BY,7,Diplom-Informatiker,Korschenbroich,Q13124,FDP,Freie Demokratische Partei
2005,"Rohe, Helmut",1943,94,NA,NA,Volljurist,Dessau,NA,Anderer KWV,NA
2005,"Rohleder, Georg",1973,NA,BY,30,Leitender Bankangestellter,München,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Rohlfshagen, Hilke",1962,NA,SH,4,Floristmeisterin,Hamburg,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Röhner, Wenke",1977,NA,SN,23,Politologin,Meißen,Q49764,Die Linke.,Die Linke.
2005,"Röhner, Wenke",1977,NA,SN,23,Politologin,Meißen,Q49764,Die Linke.,Die Linke.
2005,"Rolker, Peter Jobst",1954,31,NI,25,Diplom-Gartenbauingenieur,Buxtehude,Q13124,FDP,Freie Demokratische Partei
2005,"Romberg, Stefan",1979,121,NA,NA,Selbstständiger Unternehmer,Hagen,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2005,"Romer, Franz",1942,293,NA,NA,"MdB, Mechaniker",Untersulmetingen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Ronge, Christian",1955,17,NA,NA,Diplom-Kaufmann,Bottrop,NA,Anderer KWV,NA
2005,"Röring, Johannes",1959,127,NA,NA,Staatlich geprüfter Landwirt,Vreden,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Röseler, Monika",1954,NA,NI,21,Buchhändlerin,Kloster Oesede,Q49764,Die Linke.,Die Linke.
2005,"Röseler, Monika",1954,NA,NI,21,Buchhändlerin,Kloster Oesede,Q49764,Die Linke.,Die Linke.
2005,"Rosemann-Kallweit, Ingeborg",1951,NA,RP,29,Steuerfachfrau,Hannover,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rosenbaum, Peter",1950,NA,NI,39,Selbstständiger,Schladen,Q49764,Die Linke.,Die Linke.
2005,"Rosenbaum, Peter",1950,NA,NI,39,Selbstständiger,Schladen,Q49764,Die Linke.,Die Linke.
2005,"Rösner, Frank Jürgen Claus",1962,250,NA,NA,Steuerberater,Würzburg,Q2492228,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie
2005,"Röspel, Rene",1964,139,NW,36,"MdB, Diplom-Biologe",Hagen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Röspel, Wolfgang",1951,139,NW,46,Geschäftsführer der Caritas,Berleburg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rössel, Dr. Uwe-Jens",1950,75,ST,8,Doktor der Wirtschaftswissenschaften,Freiberg in Sachsen,Q49764,Die Linke.,Die Linke.
2005,"Rössel, Dr. Uwe-Jens",1950,75,ST,8,Doktor der Wirtschaftswissenschaften,Freiberg in Sachsen,Q49764,Die Linke.,Die Linke.
2005,"Rossmanith, Kurt",1944,258,NA,NA,"MdB, Diplom-Verwaltungswirt",Raase,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Rossmann, Dr. Ernst Dieter",1951,7,SH,1,"MdB, Diplom-Psychologe",Elmshorn,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Roßmüller, Sascha Alfred",1972,NA,BY,5,Parlamentarischer Berater,Straubing,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Rost, Sören",1973,NA,TH,11,Bankkaufmann,Apolda,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rostock, Clemens",1984,63,BB,6,Student der Volkswirtschaftslehre,Eisenhüttenstadt,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Roth, Birgit",1968,210,RP,14,Medienwissenschaftlerin,Speyer,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Roth, Claudia",1955,253,BY,1,"MdB, Parteivorsitzende",Ulm,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Roth, Hans",1955,NA,HE,10,Heilerziehungspfleger,Aichhalden,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Roth, Helmut",1960,261,BW,34,Betriebsrat,Sindelfingen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Roth, Karin",1949,262,BW,12,Mitglied des Deutschen Bundestages,Erkenbrechtsweiler,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Roth, Michael",1970,171,HE,5,Mitglied des Deutschen Bundestages,Heringen (Werra),Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rothe, Hans-Dieter Otto",1946,NA,MV,12,Tiefbauer,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Rothe, Hans-Dieter Otto",1946,NA,MV,12,Tiefbauer,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Rothe, Judith",1979,75,ST,7,Einzelhandelskauffrau,Sangerhausen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Rothe, Klaus",1936,NA,BE,13,"Koch, Rentner",Berlin,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Rothe, Sonja",1976,NA,NW,86,Gerichtsvollzieherin,Bochum,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rothe, Stephan",1971,NA,RP,10,Diplom-Sozialarbeiter (FH),Bad Kreuznach,Q49764,Die Linke.,Die Linke.
2005,"Rothe, Stephan",1971,NA,RP,10,Diplom-Sozialarbeiter (FH),Bad Kreuznach,Q49764,Die Linke.,Die Linke.
2005,"Rothe-Beinlich, Astrid",1973,193,TH,3,Angestellte,Leipzig,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Rott, Hans-Jürgen",1957,NA,SN,14,Baufacharbeiter,Karl-Marx-Stadt,Q269316,REP,Die Republikaner
2005,"Röttgen, Dr. Norbert",1965,99,NW,5,"MdB, Rechtsanwalt",Meckenheim,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rottka, Natalie",1966,81,BE,13,Journalistin,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Rottka, Natalie",1966,81,BE,13,Journalistin,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Rottmair, Thomas",1980,154,SN,3,"Schlosser, arbeitslos",Wertingen,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Rottstaedt, Walter",1956,131,NA,NA,Kaufmann,Lippstadt,Q49764,Die Linke.,Die Linke.
2005,"Rottstaedt, Walter",1956,131,NA,NA,Kaufmann,Lippstadt,Q49764,Die Linke.,Die Linke.
2005,"Röver, Thomas",1963,50,NI,29,Selbstständig,Goslar,Q49764,Die Linke.,Die Linke.
2005,"Röver, Thomas",1963,50,NI,29,Selbstständig,Goslar,Q49764,Die Linke.,Die Linke.
2005,"Roye, Guido",1966,NA,BW,35,Diplom-Sozialpädagoge,Aachen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rübel, Sandra",1976,280,NA,NA,Unternehmerin,Malsch,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Ruck, Dr. Christian",1954,253,BY,21,"MdB, Diplom-Ökonom",Augsburg,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Rüddenklau, Jutta",1958,NA,HE,23,Diplom-Ingenieurin,Grebenstein,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Rüdiger, Daniel",1968,NA,HH,8,Selbstständig,München,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2005,"Rudolf, Klaus",1942,NA,TH,1,"Rentner, Diplomingenieur (FH)",Langensalza,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Rudolf, Lutz-Peter",1956,72,NA,NA,"Maler, Gastwirt",Halle,NA,Anderer KWV,NA
2005,"Rüffer, Corinna",1975,205,RP,3,Studentin,Osnabrück,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Ruge, Dr. Helmut",1936,11,SH,10,Kinderarzt,Berlin,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Rügner, Peter",1966,268,BW,14,Krankenpfleger,Heilbronn,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Ruhland, Dieter",1934,NA,SH,12,Landwirtschaftlicher Direktor a. D.,Ihlenfeld,Q13124,FDP,Freie Demokratische Partei
2005,"Rühlemann, Klaus Theo",1964,NA,SN,11,Trockenbauer,Zwickau,Q269316,REP,Die Republikaner
2005,"Rühlemann, Martin",1980,NA,TH,10,Arbeitslos,Weimar,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Rumohr von, Gabriele",1945,44,NI,3,Lehrerin,Goslar,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Runde, Ortwin",1944,23,HH,1,Bürgermeister a. D.,Elbing/Ostbreußen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Runge, Dr. Monika",1950,155,NA,NA,Philosophin,Ehrenberg,Q49764,Die Linke.,Die Linke.
2005,"Runge, Dr. Monika",1950,155,NA,NA,Philosophin,Ehrenberg,Q49764,Die Linke.,Die Linke.
2005,"Runge, Judith",1954,NA,SH,18,Erzieherin,Frankfurt am Main,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rupp, Daniela Alexia",1971,NA,RP,15,Hausfrau,Trier,Q49764,Die Linke.,Die Linke.
2005,"Rupp, Daniela Alexia",1971,NA,RP,15,Hausfrau,Trier,Q49764,Die Linke.,Die Linke.
2005,"Rupp, Jörg",1966,273,BW,20,IT-System-Kaufmann,Karlsruhe,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Rupp, Klaus-Rainer Heinrich Wilhelm",1955,NA,HB,1,Ingenieur,Neuhaus,Q49764,Die Linke.,Die Linke.
2005,"Rupp, Klaus-Rainer Heinrich Wilhelm",1955,NA,HB,1,Ingenieur,Neuhaus,Q49764,Die Linke.,Die Linke.
2005,"Rupprecht, Albert",1968,236,BY,20,Mitglied des Deutschen Bundestages,Vohenstrauß,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Rupprecht, Johannes",1952,245,BY,2,Chemiefacharbeiter,Bamberg,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Rupprecht, Marlene Dorothe Henriette",1947,244,BY,16,"MdB, Lehrerin a.D.",Neuenbürg (Enzkreis),Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rust, Christa",1944,NA,HE,6,Rentnerin,Guttstadt,Q492561,Tierschutz,Tierschutzpartei
2005,"Rust, Henning Rolf Carsten",1977,NA,BE,7,Student,Lehrte,Q486312,APPD,Anarchistische Pogo-Partei Deutschlands
2005,"Rüttiger, Kathleen",1966,NA,BY,18,Bürokauffrau,Jena,Q49764,Die Linke.,Die Linke.
2005,"Rüttiger, Kathleen",1966,NA,BY,18,Bürokauffrau,Jena,Q49764,Die Linke.,Die Linke.
2005,"Rybohl, Horst-Paul",1940,NA,BW,46,Studiendirektor,Altheide-Bad,Q49762,CDU,Christlich Demokratische Union Deutschlands
